bridging-capital-weight,innovation-diffusion-rate,policy-effectiveness,cultural-diffusion-rate,Obj_Innov_Neg,Obj_Div_Neg,Obj_Gini
0.0902897700544083,0.1670604991178476,0.32078006497173583,0.09325925519992712,-487122.49853110575,-0.9185202804192606,0.15872176038049832
0.39619714601074296,0.060298300968691695,0.8287375091519293,0.20451784772188492,-133936.52089538457,-0.7810686629827309,0.13251226458610885
0.3745401188473625,0.19014286128198324,0.7494290681449964,0.15442374159654904,-371897.0350617105,-0.8962125714269634,0.15346229896710406
0.6659919510190668,0.19014286128198324,0.1900906799886637,0.2993292420985183,-389395.6887637836,-0.867531182586613,0.14916863612594095
0.3745401188473625,0.11435240396465488,0.7319939418114051,0.2907306241353117,-478065.92621219746,-0.7619569722945262,0.15869814654528216
0.3778823732147299,0.12097539278624184,0.7494290681449964,0.0016410649600007432,-144768.1298040974,-0.9902517607216357,0.14848483109952978
0.1300807561729404,0.11538304655247954,0.8296729198175729,0.17766612881891986,-220934.17679170295,-0.8523884679706103,0.14512013508147306
0.1300807561729404,0.11835754354596516,0.8297358063948106,0.17766612881891986,-366377.6294655189,-0.8150402040454906,0.14161021015968808
0.3745401188473625,0.11090458775713291,0.8891322101486617,0.07489605307303795,-356102.88449788495,-0.9445085945957138,0.15435702975220023
0.07701996515666774,0.021243933238996513,0.655965156793468,4.142920336580591e-05,-190690.78758025807,-0.9944858403916018,0.1569144227394734
0.39619714601074296,0.060298300968691695,0.8287375091519293,0.22119603146653455,-168919.3510244587,-0.841738336188875,0.14291641220688542
0.24293868750403425,0.018494656323707035,0.30027913249679256,0.09318501966885875,-558311.7377050066,-0.9218527110106222,0.17105033356551033
0.5453010280869183,0.11132465840378787,0.22593191303826066,0.05257832244948371,-429761.41076224553,-0.9498536209790464,0.16005903130695662
0.3745401188473625,0.19758484566139395,0.27442066974664464,0.007484102100868299,-394857.94217736874,-0.9895900349671255,0.1588972886178762
0.4417270844437944,0.060298300968691695,0.8287375091519293,0.17390252636253686,-283879.6554754333,-0.8494079736634843,0.14425406563106716
0.07701996515666774,0.021243933238996513,0.655965156793468,0.0032068424679585483,-196482.22645494321,-0.9853295988005722,0.14815065469846747
0.0949669228365515,0.014888567846648552,0.6513942026319677,0.013751637390744642,-456655.2566000239,-0.9798215038429751,0.16333870712852208
0.4130246460272165,0.05426980635477918,0.7776367222394794,0.1689158175612714,-300691.68221273826,-0.919294344752798,0.14751780380185844
0.3959745886202795,0.11880770353958597,0.8282325759416865,0.0023658432879350155,-192051.6599345353,-0.9911856289094599,0.15431234885854364
0.08930314012235979,0.0413572476710565,0.6302297747473492,4.142920336580591e-05,-91534.55699890981,-0.9914175562499258,0.14536358069261224
0.14383935637312834,0.11794733887209773,0.6340612099968781,0.002644887986219674,-222448.22003177146,-0.9919995472637382,0.1577147165329192
0.39619714601074296,0.014440834137841224,0.8415507582104257,0.0005971050510965442,-206935.67640533636,-0.9883791737547685,0.1510927732404247
0.07402086757923443,0.11538304655247954,0.22598220658007073,0.09280693291327854,-410338.1763998669,-0.8806940319632167,0.15441766132362217
0.5526126728868904,0.009290082543999545,0.6075448519014384,0.16977364331027947,-411577.8328162379,-0.8706632866788399,0.15347591085837306
0.14383935637312834,0.1195159922093368,0.56745042710584,9.096295061468895e-05,-91799.02648006263,-0.99121174954008,0.15382918904171242
0.3890128437718539,0.02508170011346087,0.8287686095321888,0.1564373500476715,-488637.72541113244,-0.8402384458251184,0.15962373438032626
0.08484101389413234,0.014849817258195145,0.6513942026319677,0.013751637390744642,-161080.44356003808,-0.9792113839389596,0.14447423203940987
0.14358275616407828,0.11538304655247954,0.7585080948930275,0.18810800102298814,-156321.90299270168,-0.8823789031161149,0.14147638583806157
0.07701996515666774,0.02128268382745004,0.655965156793468,4.142920336580591e-05,-426304.58619816817,-0.9909630095455179,0.16486886508970044
0.5453010280869183,0.16745668678624523,0.22100332893586344,0.05257832244948371,-459288.24730753433,-0.9498248996385376,0.1551562913393366
0.08211009039816916,0.060298300968691695,0.834590367947467,0.0008375444367237916,-339957.6618107171,-0.9951564847306908,0.15836325043313867
0.4593381422116586,0.03932863291714846,0.8876237564802782,0.0033339598158347444,-331061.45580606203,-0.985218114056471,0.15193480592948658
0.19297836324713113,0.08766910665571967,0.957713617730273,0.442732101877385,-397188.0914915469,-0.7784670082591368,0.14860459157686187
0.40119472890026364,0.060312984524284595,0.6716885355040169,0.0027114852679979845,-157261.5841785022,-0.9856619920077107,0.15095056752513755
0.12851479401272356,0.04328793776368562,0.9631099296347451,0.000734807426162977,-149296.98905480342,-0.9858098740116702,0.14837666716014206
0.08211009039816916,0.060298300968691695,0.8216141857525288,0.03301185398610071,-302064.89781083626,-0.9654007147712768,0.15173263778160426
0.0949669228365515,0.014888567846648552,0.6513942026319677,0.06593807084638634,-296744.68068777997,-0.9223827136563756,0.15129977898081895
0.13931474847029449,0.11538304655247954,0.665879749218372,0.01253111306175965,-250125.70892986978,-0.9739373882054131,0.150756075708414
0.08211009039816916,0.06334292087845063,0.834590367947467,0.0011289072586787574,-343941.06411511626,-0.9905128924365393,0.15216703844188964
0.13683649728862562,0.030964845082872394,0.9705772473677122,0.006473476708650505,-210539.34306696992,-0.9819256421628572,0.14932980017962819
0.14391290269423118,0.11835767920126275,0.8629911041213159,0.006677892317060577,-394363.03102768614,-0.9775268537785967,0.1544940603130314
0.1324828625235602,0.021243933238996513,0.655965156793468,4.142920336580591e-05,-61127.68456245782,-0.9942623359600825,0.14679283979202984
