bridging-capital-weight,innovation-diffusion-rate,policy-effectiveness,cultural-diffusion-rate,Obj_Innov_Neg,Obj_Div_Neg,Obj_Gini,Generation
0.3745401188473625,0.19014286128198324,0.7319939418114051,0.2993292420985183,-264185.2556893789,-0.7968811624731055,0.14549370910963585,1
0.388677289689482,0.05426980635477918,0.8287375091519293,0.17837666334679464,-309914.007504504,-0.914319576920441,0.15565479824767647,1
0.7712703466859457,0.014808930346818072,0.3584657285442726,0.05793452976256486,-311939.96416662534,-0.9466086718214431,0.1674796339310621,1
0.8631034258755935,0.12465962536551159,0.3308980248526492,0.03177917514301182,-194519.07048632833,-0.9486932476906095,0.17016098249526126,1
0.5227328293819941,0.08550820367170993,0.02541912674409519,0.053945713496652226,-196007.87565257677,-0.9524009638306002,0.17616838168722737,1
0.22879816549162246,0.0153959819657586,0.289751452913768,0.08061064362700221,-169688.27716160865,-0.9573114128551031,0.15743520561240096,1
0.22793516254194168,0.08542155772525127,0.8180147659224931,0.4303652916281717,-364571.5315149774,-0.7170624578582623,0.15293052512220554,1
0.006952130531190703,0.10214946051551316,0.417411003148779,0.11105390523536512,-200774.1240405821,-0.873518883599916,0.15351050923481005,1
0.0902897700544083,0.1670604991178476,0.32078006497173583,0.09325925519992712,-487122.49853110575,-0.9185202804192606,0.15872176038049832,1
0.040775141554763916,0.11817858863764837,0.6775643618422824,0.008293914463928076,-164928.25574532276,-0.9761572856928025,0.14977954485727155,1
0.3046137691733707,0.019534422801276777,0.6842330265121569,0.22007624686980065,-231003.2056783554,-0.8322559661551998,0.15686335757989386,1
0.05147875124998935,0.05572929284732229,0.9082658859666537,0.11978094533348621,-183087.70051739554,-0.9008358366136032,0.15837935751163895,1
0.5924145688620425,0.009290082543999545,0.6075448519014384,0.08526206184364576,-283027.2233840444,-0.9134026608361681,0.1592517940439428,1
0.8074401551640625,0.17921825998469865,0.3180034749718639,0.05502596226383838,-346141.993294342,-0.9154131029285949,0.16128298900211963,1
0.5296505783560065,0.04837045818009034,0.09310276780589921,0.4486078789766634,-436220.4636319965,-0.5938195935746574,0.16451983894873243,1
0.3042422429595377,0.10495128632644757,0.43194501864211576,0.14561457009902096,-93630.1554640036,-0.9167364674142235,0.1677178923568449,1
0.07455064367977082,0.19737738732010346,0.7722447692966574,0.0993578407670862,-83825.72486056504,-0.9142280938372687,0.1515352928795271,1
0.1448948720912231,0.09789055205551261,0.9856504541106007,0.1210276357557502,-114079.46766091308,-0.8513009301836855,0.15559819000867495,1
0.3410663510502585,0.022694704248117814,0.9246936182785628,0.4386696766904905,-124106.54599359226,-0.7141068702424973,0.15142996924872293,1
0.3109823217156622,0.06503666440534941,0.7296061783380641,0.31877873567760656,-175011.64158918502,-0.6784816793401657,0.15796381222021172,1
0.6721355474058786,0.15232392306574352,0.23763754399239967,0.3641081743059298,-142980.6459397228,-0.7841057114807025,0.15926682118506305,1
0.6011150117432088,0.1416145155592091,0.020584494295802447,0.48495492608099716,-310843.73584125936,-0.7171877578690822,0.17601718084045828,1
0.6118528947223795,0.027898772130408367,0.29214464853521815,0.18318092164684585,-217912.1510013664,-0.8446850389617561,0.16168046469204075,1
0.2587799816000169,0.1325044568707964,0.31171107608941095,0.2600340105889054,-307891.41384236113,-0.8405933934991215,0.17531841101225656,1
0.5467102793432796,0.03697089110510541,0.9695846277645586,0.3875664116805573,-279136.8804816695,-0.7801261520865035,0.16241820740113275,1
0.8872127425763265,0.09444298503238986,0.1195942459383017,0.3566223936114975,-304628.2994860238,-0.7684103498746563,0.1674451584948482,1
0.9296976523425731,0.1616240759128834,0.6334037565104235,0.43573029509385885,-346059.69505301147,-0.713807241836678,0.1621854910947054,1
0.512093058299281,0.04529915503958759,0.6451727904094499,0.08718321450249572,-114063.6619087587,-0.8926353173367346,0.16244846816521774,1
0.690937738102466,0.07734706926010748,0.9367299887367345,0.06876047207299663,-266379.2892286489,-0.9040159662155088,0.16266506408527157,1
0.1198653673336828,0.06752303428072559,0.9429097039125192,0.16160146601037761,-62770.67790419384,-0.7827192398919767,0.15870315722605213,1
0.907566473926093,0.04985844582977499,0.41038292303562973,0.37777556927152434,-98787.29289951564,-0.7606957750662949,0.16149539528925275,1
0.7607850486168974,0.11225543951389926,0.770967179954561,0.24689779818219537,-165195.86813949127,-0.7491526699722405,0.16215731017703264,1
0.005522117123602399,0.16309228569096684,0.7068573438476171,0.36450358402049365,-235235.32557621622,-0.775545450630613,0.16260568080337187,1
